Timestamp,Condition,HeartRate,CognitiveLoad,Attention,leftPupilDialation,rightPupilDialation,collidingObject,AF3,AF4,FP1,FP2,AF7,AF8,
17/07/2022 2:43:38 p.m.:841,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:38 p.m.:882,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:38 p.m.:929,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:38 p.m.:954,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:38 p.m.:980,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:4,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:40,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:66,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:102,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:136,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:181,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:214,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:248,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:273,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:317,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:351,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:373,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:408,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:446,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:472,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:498,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:535,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:569,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:606,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:642,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:665,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:699,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:739,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:767,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:800,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:833,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:870,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:898,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:932,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:39 p.m.:965,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:40 p.m.:2,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:40 p.m.:36,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:40 p.m.:66,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:40 p.m.:90,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
17/07/2022 2:43:40 p.m.:111,CaliberationScene,77,0,0.9999999,,,,0.0793959423899651,0.0927519574761391,-0.0596381910145283,0.115878336131573,0.0593551956117153,0.212973162531853,
