Timestamp,Condition,HeartRate,CognitiveLoad,Attention,leftPupilDialation,rightPupilDialation,collidingObject,AF3,AF4,FP1,FP2,AF7,AF8,
17/07/2022 2:36:02 p.m.:712,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:735,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:762,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:786,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:807,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:829,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:851,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:870,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:894,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:924,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:946,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:967,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:02 p.m.:989,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:11,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:36,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:61,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:84,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:105,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:129,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:151,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:181,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:202,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:224,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:246,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:267,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:291,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:317,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:339,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:360,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:381,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:401,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:423,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:453,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:476,CaliberationScene,77,0,0.7758794,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:498,CaliberationScene,77,0,0.7894508,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:522,CaliberationScene,77,0,0.7894508,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:543,CaliberationScene,77,0,0.7894508,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:565,CaliberationScene,77,0,0.7894508,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:598,CaliberationScene,77,0,0.7894508,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:619,CaliberationScene,77,0,0.8036593,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:644,CaliberationScene,77,0,0.8036593,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:678,CaliberationScene,77,0,0.8036593,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:708,CaliberationScene,77,0,0.8036593,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:731,CaliberationScene,77,0,0.8043013,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:756,CaliberationScene,77,0,0.8043013,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:779,CaliberationScene,77,0,0.8043013,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:807,CaliberationScene,77,0,0.8043013,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:839,CaliberationScene,77,0,0.7914785,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:869,CaliberationScene,77,0,0.7914785,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:891,CaliberationScene,77,0,0.7914785,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:915,CaliberationScene,77,0,0.7914785,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:936,CaliberationScene,77,0,0.777648,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:03 p.m.:958,CaliberationScene,77,0,0.777648,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:0,CaliberationScene,77,0,0.777648,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:26,CaliberationScene,77,0,0.777648,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:51,CaliberationScene,77,0,0.7760383,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:71,CaliberationScene,77,0,0.7760383,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:93,CaliberationScene,77,0,0.7760383,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:121,CaliberationScene,77,0,0.7760383,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:157,CaliberationScene,77,0,0.7760383,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:179,CaliberationScene,77,0,0.7808121,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:200,CaliberationScene,77,0,0.7808121,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:222,CaliberationScene,77,0,0.7808121,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:254,CaliberationScene,77,0,0.7808121,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:274,CaliberationScene,77,0,0.777693,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:309,CaliberationScene,77,0,0.777693,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:334,CaliberationScene,77,0,0.777693,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:358,CaliberationScene,77,0,0.777693,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:391,CaliberationScene,77,0,0.7616408,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:413,CaliberationScene,77,0,0.7616408,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:434,CaliberationScene,77,0,0.7616408,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:466,CaliberationScene,77,0,0.7616408,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:488,CaliberationScene,77,0,0.7495655,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:512,CaliberationScene,77,0,0.7495655,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:539,CaliberationScene,77,0,0.7495655,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:558,CaliberationScene,77,0,0.7495655,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:585,CaliberationScene,77,0,0.7495655,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:608,CaliberationScene,77,0,0.7525899,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:642,CaliberationScene,77,0,0.7525899,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:671,CaliberationScene,77,0,0.7525899,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:697,CaliberationScene,77,0,0.7525899,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:718,CaliberationScene,77,0,0.7529305,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:741,CaliberationScene,77,0,0.7529305,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:764,CaliberationScene,77,0,0.7529305,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:795,CaliberationScene,77,0,0.7529305,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:833,CaliberationScene,77,0,0.7529305,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:857,CaliberationScene,77,0,0.7414614,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:879,CaliberationScene,77,0,0.7414614,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:900,CaliberationScene,77,0,0.7414614,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:927,CaliberationScene,77,0,0.7414614,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:972,CaliberationScene,77,0,0.7281658,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:04 p.m.:994,CaliberationScene,77,0,0.7281658,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:17,CaliberationScene,77,0,0.7281658,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:43,CaliberationScene,77,0,0.7281658,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:67,CaliberationScene,77,0,0.7259521,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:90,CaliberationScene,77,0,0.7259521,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:135,CaliberationScene,77,0,0.7259521,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:165,CaliberationScene,77,0,0.7259521,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:186,CaliberationScene,77,0,0.7299519,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:208,CaliberationScene,77,0,0.7299519,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:231,CaliberationScene,77,0,0.7299519,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:260,CaliberationScene,77,0,0.7299519,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:300,CaliberationScene,77,0,0.7284178,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:324,CaliberationScene,77,0,0.7284178,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:346,CaliberationScene,77,0,0.7284178,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:374,CaliberationScene,77,0,0.7284178,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:397,CaliberationScene,77,0,0.7159581,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:427,CaliberationScene,77,0,0.7159581,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:460,CaliberationScene,77,0,0.7159581,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:484,CaliberationScene,77,0,0.7159581,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:507,CaliberationScene,77,0,0.7047346,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:530,CaliberationScene,77,0,0.7047346,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:557,CaliberationScene,77,0,0.7047346,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:587,CaliberationScene,77,0,0.7047346,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:627,CaliberationScene,77,0,0.7047346,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:654,CaliberationScene,77,0,0.7071947,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:686,CaliberationScene,77,0,0.7071947,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:725,CaliberationScene,77,0,0.7071947,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:755,CaliberationScene,77,0,0.7071947,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:795,CaliberationScene,77,0,0.7079489,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:821,CaliberationScene,77,0,0.7079489,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:855,CaliberationScene,77,0,0.7079489,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:888,CaliberationScene,77,0,0.6996167,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:921,CaliberationScene,77,0,0.6996167,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:955,CaliberationScene,77,0,0.6996167,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:05 p.m.:986,CaliberationScene,77,0,0.6996167,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:27,CaliberationScene,77,0,0.68682,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:54,CaliberationScene,77,0,0.68682,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:86,CaliberationScene,77,0,0.68682,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:123,CaliberationScene,77,0,0.68682,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:161,CaliberationScene,77,0,0.6871689,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:187,CaliberationScene,77,0,0.6871689,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:221,CaliberationScene,77,0,0.6871689,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:254,CaliberationScene,77,0,0.6871689,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:300,CaliberationScene,77,0,0.690974,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:322,CaliberationScene,77,0,0.690974,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:354,CaliberationScene,77,0,0.690974,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:387,CaliberationScene,77,0,0.685927,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:427,CaliberationScene,77,0,0.685927,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:462,CaliberationScene,77,0,0.685927,3.661148,3.069351,teleport_marker_mesh,,,,,,,
17/07/2022 2:36:06 p.m.:488,CaliberationScene,77,0,0.685927,3.661148,3.069351,teleport_marker_mesh,,,,,,,
